Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs (000 US$),"Reconstruction Costs, Adjusted (000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages (000 US$),"Total Damages, Adjusted (000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2021-0504-TUN,2021,0504,WF-2021-000106,Natural,Climatological,Wildfire,Forest fire,,,Tunisia,TUN,Northern Africa,Africa,"Ain Mazer, Sakiet Sidi Youssef district, Kef governorate; Ghar Dimaa delegation, Jendouba Governorate; Kasserine",,,,,,,,,Km2,,,,,2021,7,24,2021,8,10,,,1000,,1000,,,,,,,92.59019293,1;2,3001,39303;39346,"Kasserine (Adm1). Ghardimaou, Sakiet Sidi Youssef (Adm2)."
2021-0131-TUN,2021,0131,,Technological,Technological,Transport accident,Water,,Migrants,Tunisia,TUN,Northern Africa,Africa,Near Kerkennah Isl,,,,,,,,,,,,,,2021,3,9,2021,3,9,39,,,,,,,,,,,92.59019293,,,,
2021-0224-TUN,2021,0224,,Technological,Technological,Transport accident,Water,,Migrants,Tunisia,TUN,Northern Africa,Africa,Near Sidi Mansour,,,,,,,,,,,,,,2021,4,16,2021,4,16,41,,,,,,,,,,,92.59019293,,,,
2021-0271-TUN,2021,0271,,Technological,Technological,Transport accident,Water,,Migrants,Tunisia,TUN,Northern Africa,Africa,,,,,,,,,,,,,,,2021,5,13,2021,5,13,17,,2,,2,,,,,,,92.59019293,,,,
2021-0374-TUN,2021,0374,,Technological,Technological,Transport accident,Water,,Migrants,Tunisia,TUN,Northern Africa,Africa,Zarzis,,,,,,,,,,,,,,2021,7,3,2021,7,3,43,,,,,,,,,,,92.59019293,,,,
2021-0676-TUN,2021,0676,,Technological,Technological,Transport accident,Water,,Migrants,Tunisia,TUN,Northern Africa,Africa,Chebba coast,,,,,,,,,,,,,,2021,10,17,2021,10,17,23,,,,,,,,,,,92.59019293,,,,
2021-0135-TUR,2021,0135,,Technological,Technological,Transport accident,Air,,Military helicopter,Turkey,TUR,Western Asia,Asia,Between Bingöl andTatvan,,,,,,,,,,,,,,2021,3,4,2021,3,4,11,,,,,,,,,,,92.59019293,,,,
2021-0401-TUR,2021,0401,,Technological,Technological,Transport accident,Road,,Migrants,Turkey,TUR,Western Asia,Asia,Van prefecture,,,,,,,,,,,,,,2021,7,10,2021,7,10,12,26,,,26,,,,,,,92.59019293,,,,
2021-0494-TUR,2021,0494,,Natural,Hydrological,Flood,,,,Turkey,TUR,Western Asia,Asia,Rize and Artvin,Torrential rains,,,,,,,,Km2,,,,,2021,7,21,2021,7,21,3,,4500,,4500,,,,,23000,24841,92.59019293,1,3026;3080,,"Artvin, Rize (Adm1)."
2021-0339-TWN,2021,0339,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Choi-Wan',Taiwan (Province of China),TWN,Eastern Asia,Asia,,,,,,,,,,Kph,,,,,2021,6,4,2021,6,4,,,,,,,,,,,,92.59019293,,,,
2021-0176-TWN,2021,0176,,Technological,Technological,Transport accident,Rail,,,Taiwan (Province of China),TWN,Eastern Asia,Asia,Hualien,,,,,,,,,,,,,,2021,4,2,2021,4,2,51,190,,,190,,,,,,,92.59019293,,,,
2021-0673-TWN,2021,0673,,Technological,Technological,Miscellaneous accident,Fire,,Building,Taiwan (Province of China),TWN,Eastern Asia,Asia,Kaohsiung,,,,,,,,,,,,,,2021,10,14,2021,10,14,46,41,,,41,,,,,,,92.59019293,,,,
2021-0010-TZA,2021,0010,,Natural,Hydrological,Flood,Flash flood,,,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,Mtwara-Mikindani municipality (Mtwara Region),Heavy rains,,,,,,,,Km2,,,,,2021,1,12,2021,1,15,1,,2000,,2000,,,,,,,92.59019293,2,,48451,Mtwara Urban (Adm2).
2021-0177-TZA,2021,0177,,Technological,Technological,Miscellaneous accident,Other,,Crush in a stadium,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,Dar es Salam,,,,,,,,,,,,,,2021,3,21,2021,3,21,45,37,,,37,,,,,,,92.59019293,,,,
2021-0060-UGA,2021,0060,,Technological,Technological,Transport accident,Road,,,Uganda,UGA,Eastern Africa,Africa,Near Kasese,,,,,,,,,,,,,,2021,2,2,2021,2,2,32,5,,,5,,,,,,,92.59019293,,,,
2021-0240-UGA,2021,0240,,Natural,Hydrological,Flood,,,,Uganda,UGA,Eastern Africa,Africa,Butaleja District (Eastern Region); the Northern Region,Heavy rains,,,,,,,,Km2,,,,Manafwa and the Nakwasi Rivers,2021,5,6,2021,5,10,1,,75000,,75000,,,,,,,92.59019293,1,743;744;745;746;763;764;765;767;772;773;775;776;780;781;782;783;787;789;790;852;1057;1089;1364;1370;3104;3136;42201;47067;47071;47074;47080,,"Abim, Adjumani, Agago, Alebtong, Amolatar, Amudat, Amuru, Apac, Arua, Butaleja, Dokolo, Gulu, Kaabong, Kitgum, Koboko, Kole, Kotido, Lamwo, Lira, Maracha, Moroto, Moyo, Nakapiripirit, Napak, Nebbi, Nwoya, Otuke, Oyam, Pader, Yumbe, Zombo (Adm1)."
2021-0055-UKR,2021,0055,,Technological,Technological,Miscellaneous accident,Fire,,Retirement house,Ukraine,UKR,Eastern Europe,Europe,Kharkiv,,,,,,,,,,,,,,2021,1,21,2021,1,21,15,,9,,9,,,,,,,92.59019293,,,,
2021-0565-USA,2021,0565,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,United States of America (the),USA,Northern America,Americas,"Wisconsin, Illinois, Indiana, Michigan, Ohio, Missouri",,,,,,,,,Kph,,,,,2021,8,10,2021,8,13,,,,,,,,,,1300000,1404036,92.59019293,1,3227;3228;3236;3239;3249;3263,,"Illinois, Indiana, Michigan, Missouri, Ohio, Wisconsin (Adm1)."
2021-0166-USA,2021,0166,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Louisiana, Alabama,Mississippi",,,,,,Yes,,,Kph,,,,,2021,3,16,2021,3,18,,2,90,,92,,,,,500000,540014,92.59019293,1,3214;3232;3238,,"Alabama, Louisiana, Mississippi (Adm1)."
2021-0797-USA,2021,0797,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Graves County, Caldwell, Hopkins, Muhlenberg, Ohio, Warren, Taylor (Kentucky); Saint Charles (Missouri); Obion (Tennessee); (Mississippi); Craighead, Poinsett, Mississippi (Arkansas); Madison (Illinois)",,,,,,Yes,,310,Kph,,,,,2021,12,10,2021,12,11,93,100,,,100,,,4000000,4320112,5200000,5616146,92.59019293,1;2,3236;3263,28805;28836;28845;29329;29687;29712;29724;29759;29762;29779;29784;30258;31170,"Michigan, Wisconsin (Adm1). Caldwell, Craighead, Graves, Hopkins, Madison, Mississippi, Muhlenberg, Obion, Ohio, Poinsett, St. Charles, Taylor, Warren (Adm2)."
2021-0059-USA,2021,0059,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"New York, New Jersey, Pennsylvania, Virginia, Maine, Washington, Boston (Suffolk, Massachusetts)",,,,,,Yes,,,Kph,,,,,2021,1,30,2021,2,2,4,,,,,,,,,100000,108003,92.59019293,1;2,3233;3244;3246;3252;3260;3261,29907,"Maine, New Jersey, New York, Pennsylvania, Virginia, Washington (Adm1). Suffolk (Adm2)."
2021-0815-USA,2021,0815,,Natural,Meteorological,Storm,Convective storm,Severe storm,,United States of America (the),USA,Northern America,Americas,"Russell, Ellis, Lyon (Kansas); Floyd (Iowa); Missouri; Prowers, El Paso (Colorado); Nebraska; Freeborn (Minnesota); Wisconsin; Taos (New Mexico)",,,,,,,,160,Kph,,,,,2021,12,15,2021,12,16,5,,120,,120,,,,,1900000,2052053,92.59019293,1;2,3239;3241;3263,28942;28972;29500;29591;29621;29649;30015;30501,"Missouri, Nebraska, Wisconsin (Adm1). El Paso, Ellis, Floyd, Freeborn, Lyon, Prowers, Russell, Taos (Adm2)."
2021-0335-USA,2021,0335,,Natural,Hydrological,Flood,Flash flood,,,United States of America (the),USA,Northern America,Americas,"Bolivar, Sunflower, Panola, and Tallahatchie Counties (Mississippi State); Arkansas, Texas",Heavy rains,,,,,,,,Km2,,,,,2021,6,7,2021,6,10,,,636,,636,,,,,950000,1026027,92.59019293,1;2,3217;3257,30084;30132;30145;30146,"Arkansas, Texas (Adm1). Bolivar, Panola, Sunflower, Tallahatchie (Adm2)."
2021-0533-USA,2021,0533,,Natural,Hydrological,Flood,Flash flood,,,United States of America (the),USA,Northern America,Americas,"Dickson, Humphrey, and Hickman Counties (Tennessee)",Heavy rains,,,,,,,,Km2,,,,,2021,8,21,2021,8,22,22,,89,,89,,,,,150000,162004,92.59019293,2,,31126;31145;31147,"Dickson, Hickman, Humphreys (Adm2)."
2021-0562-USA,2021,0562,,Natural,Hydrological,Flood,Flash flood,,,United States of America (the),USA,Northern America,Americas,Utah and Colorado,,,,,,,,,Km2,,,,,2021,7,30,2021,8,2,1,,600,,600,,,,,25000,27001,92.59019293,1,3219;3258,,"Colorado, Utah (Adm1)."
2021-0733-USA,2021,0733,,Natural,Hydrological,Flood,Flash flood,,,United States of America (the),USA,Northern America,Americas,"Jefferson, Shelby, Marshall, Escambia, Baldwin counties (Alabama)",,,,,,Yes,,,Km2,,,,,2021,10,4,2021,10,7,4,,,,,,,,,325000,351009,92.59019293,2,,28692;28717;28727;28738;28748,"Baldwin, Escambia, Jefferson, Marshall, Shelby (Adm2)."
2021-0390-USA,2021,0390,,Natural,Meteorological,Extreme temperature,Heat wave,,,United States of America (the),USA,Northern America,Americas,"Oregon, Washington, Northern California, Idaho, Western Nevada",,,,,,,,47,°C,,,,,2021,6,26,2021,6,30,229,,,,,,,,,,,92.59019293,1,3218;3226;3242;3251;3261,,"California, Idaho, Nevada, Oregon, Washington (Adm1)."
2021-0433-USA,2021,0433,,Natural,Climatological,Wildfire,Forest fire,,Dixie fire,United States of America (the),USA,Northern America,Americas,Plumas County (California),"Heat, drought and winds",,,,,,,,Km2,,,,,2021,7,13,2021,8,11,3,13,36,1212,1261,,,,,3000000,3240084,92.59019293,2,,28896,Plumas (Adm2).
2021-0526-USA,2021,0526,,Natural,Climatological,Wildfire,Forest fire,,Caldor fire,United States of America (the),USA,Northern America,Americas,El Dorado County (California),,,,,,,,,Km2,,,,,2021,8,13,2021,8,31,,,,2136,2136,,,,,1500000,1620042,92.59019293,2,,28873,El Dorado (Adm2).
2021-0137-USA,2021,0137,,Technological,Technological,Transport accident,Road,,,United States of America (the),USA,Northern America,Americas,Holtville (South California),,,,,,,,,,,,,,2021,3,2,2021,3,2,15,,,,,,,,,,,92.59019293,,,,
2021-0478-USA,2021,0478,,Technological,Technological,Transport accident,Road,,,United States of America (the),USA,Northern America,Americas,Texas,,,,,,,,,,,,,,2021,8,5,2021,8,5,10,,,,,,,,,,,92.59019293,,,,
2021-0297-USA,2021,0297,,Technological,Technological,Transport accident,Water,,Migrants,United States of America (the),USA,Northern America,Americas,Florida,,,,,,,,,,,,,,2021,5,28,2021,5,28,12,,,,,,,,,,,92.59019293,,,,
2021-0358-USA,2021,0358,,Technological,Technological,Miscellaneous accident,Collapse,,Residential complex 'Champlain Towers South',United States of America (the),USA,Northern America,Americas,"Surfside, Miami (Florida)",,,,,,,,,,,,,,2021,6,24,2021,6,24,98,,,,,,,,,,,92.59019293,,,,
2021-0729-USA,2021,0729,,Technological,Technological,Miscellaneous accident,Other,,Stampede during a festival,United States of America (the),USA,Northern America,Americas,Texas,,,,,,,,,,,,,,2021,11,5,2021,11,5,10,300,,,300,,,,,,,92.59019293,,,,
2021-9846-USA,2021,9846,,Natural,Climatological,Drought,Drought,,,United States of America (the),USA,Northern America,Americas,Nationwide,,,,,,,,,Km2,,,,,2021,1,1,2021,12,31,,,,,,,,,,9000000,9720252,92.59019293,,,,
2021-0150-USA,2021,0150,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,"Hawai‘i, Maui, Kalawao, Kaua‘i, Honolulu (Oahu Island, Hawaii)",Heavy rains,,,,,Yes,,,Km2,,,,,2021,3,8,2021,3,10,1,,,,,,,,,50000,54001,92.59019293,2,,29224;29225;29226;29227;29228,"Hawaii, Honolulu, Kalawao, Kauai, Maui (Adm2)."
2021-0193-USA,2021,0193,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,"Davidson, Rutherford, Sullivan, Wilson counties; Nashville Metropolitan Region, Lower Mississippi and Tennessee Valley (Tennessee); Arkansas, Alabama, Georgia, Mississippi, South Carolina, North Carolina, Virginia, Pennsylvania, Maryland, New Jersey",Heavy rains,,,,,,,,Km2,,,,,2021,3,27,2021,3,28,8,,,,,,,,,1300000,1404036,92.59019293,1;2,3214;3217;3224;3234;3238;3244;3247;3252;3254;3260,31123;31179;31186;31199,"Alabama, Arkansas, Georgia, Maryland, Mississippi, New Jersey, North Carolina, Pennsylvania, South Carolina, Virginia (Adm1). Davidson, Rutherford, Sullivan, Wilson (Adm2)."
2021-0357-USA,2021,0357,,Natural,Climatological,Wildfire,,,Telegraph and Mescal Fires,United States of America (the),USA,Northern America,Americas,"Pinas and Gila counties (Arizona); Montana, Utah",,,,,,,,,Km2,,,,,2021,6,6,2021,7,4,,25,30,123,178,,,,,10000,10800,92.59019293,1;2,3240;3258,28778;28786,"Montana, Utah (Adm1). Gila, Pinal (Adm2)."
2021-0410-USA,2021,0410,,Natural,Climatological,Wildfire,,,Bootleg Fire,United States of America (the),USA,Northern America,Americas,"Arizona, California, Oregon",,,,,,,,,Km2,,,,,2021,7,6,2021,7,31,,,,483,483,,,,,325000,351009,92.59019293,1,3216;3218;3251,,"Arizona, California, Oregon (Adm1)."
2021-0626-USA,2021,0626,,Natural,Climatological,Wildfire,,,Fawn fire,United States of America (the),USA,Northern America,Americas,Shasta County (north California State),,,,,,,,,Km2,,,,,2021,9,22,2021,9,30,,,63,315,378,,,,,,,92.59019293,2,,28909,Shasta (Adm2).
2021-0741-USA,2021,0741,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,Whatcom County (northern Washington State),Heavy rains,,,,,Yes,,,Km2,,,,,2021,11,13,2021,11,15,1,,500,,500,,,,,200000,216006,92.59019293,2,,31666,Whatcom (Adm2).
2021-0832-USA,2021,0832,,Natural,Climatological,Wildfire,,,Middle Fork and the Marshall wildfires,United States of America (the),USA,Northern America,Americas,"Louisville, Superior (Boulder county, Colorado)",,,,,,Yes,,,Km2,,,,,2021,12,30,2022,1,1,2,,3273,381,3654,,,,,3300000,3564092,92.59019293,2,,154739,Boulder (Adm2).
2021-0413-UZB,2021,0413,,Natural,Hydrological,Landslide,Mudslide,,,Uzbekistan,UZB,Central Asia,Asia,"Ferghana valley, Namangan Region",Heavy rains,,,,,,,,,,,,,2021,7,12,2021,7,13,8,6,,,6,,,,,,,92.59019293,1,3286;3291,,"Fergana, Namangan (Adm1)."
2021-0195-VCT,2021,0195,VO-2021-000034,Natural,Geophysical,Volcanic activity,Pyroclastic flow,,La Souffrière,Saint Vincent and the Grenadines,VCT,Caribbean,Americas,"Saint-David, Charlotte",,,,Yes,Yes,,,,,,,,,2021,4,9,2021,4,30,,,13300,,13300,,,,,325000,351009,92.59019293,1,61286;61288,,"Charlotte, Saint David (Adm1)."
2021-0373-VCT,2021,0373,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Elsa',Saint Vincent and the Grenadines,VCT,Caribbean,Americas,Northern half of St. Vincent,,,,,,,,,Kph,,,,,2021,7,2,2021,7,3,,,129,,129,,,,,,,92.59019293,1,61286;61288,,"Charlotte, Saint David (Adm1)."
2021-0269-VEN,2021,0269,,Natural,Hydrological,Flood,,,,Venezuela (Bolivarian Republic of),VEN,South America,Americas,Febres Cordero Municipality (Merida State),Heavy rains,,,,,,,,Km2,,,,San Pedro River,2021,4,30,2021,5,4,,,1200,,1200,,,,,,,92.59019293,2,,32029,Tulio Febres Cordero (Adm2).
2021-0171-VNM,2021,0171,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Viet Nam,VNM,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,2021,3,22,2021,3,23,,,,1000,1000,,,,,,,92.59019293,,,,
2021-0217-VNM,2021,0217,,Natural,Hydrological,Flood,Flash flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Minh Luong Commune, Viet Tien (Van Ban District, Lao Cai province); Bac Quang (Ha Giang province); Tan Dong (Yen Bai Province), Ha Giang Province",Heay rains,,,,,,,,Km2,,,,,2021,4,16,2021,4,19,3,,180,,180,,,,,,,92.59019293,1;2,3345,32447;32671,"Ha Giang (Adm1). Tran Yen, Van Ban (Adm2)."
2021-0595-VNM,2021,0595,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Conson' (Jolina),Viet Nam,VNM,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,2021,9,12,2021,9,12,2,,310,,310,,,,,,,92.59019293,,,,
2021-0813-VNM,2021,0813,TC-2021-000202,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Rai' (Odette),Viet Nam,VNM,South-Eastern Asia,Asia,Quang Ngai city; Binh Duong province; Nghe An province,,,,,,,,,Kph,,,,,2021,12,19,2021,12,19,3,,,,,,,,,9000,9720,92.59019293,1,3334;3366;3374,,"Binh Duong, Nghe An, Quang Ngai (Adm1)."
2021-0270-YEM,2021,0270,,Natural,Hydrological,Flood,Flash flood,,,Yemen,YEM,Western Asia,Asia,"Sanaa, Ibb, Shabwa, Hodeida, Aden, Abyan, Al Dhale’e, Lahj, Hadramaut, Ma’rib and Ta’iz governorates",Heavy rains,,,,,,,,Km2,,,,,2021,5,1,2021,5,17,13,,22380,,22380,,,,,,,92.59019293,1,3407;3408;3411;3419;3420;3421;3424;3425;144970;144972;144973,,"Abyan, Aden, Al Dhale'e, Al Hudaydah, Hadramaut, Ibb, Lahj, Marib, Sana'a, Shabwah, Taizz (Adm1)."
2021-0128-YEM,2021,0128,,Technological,Technological,Miscellaneous accident,Fire,,Retention center for migrants,Yemen,YEM,Western Asia,Asia,Sanaa,,,,,,,,,,,,,,2021,3,7,2021,3,7,43,170,,,170,,,,,,,92.59019293,,,,
2021-0449-YEM,2021,0449,FL-2021-000110,Natural,Hydrological,Flood,,,,Yemen,YEM,Western Asia,Asia,"Dhamar, Amran, Al Mahwit, Marib, Ibb, Sana’a, Hajjah, Al Hodeidah, Al Jawf, Al Bayda, Al Dhale, Raymah, Hadramout , Lahj, Shabwah, Al Mahrah, Socotra governorates.",Heavy rains,,,,,,,,Km2,,,,,2021,7,16,2021,8,7,33,28,205800,,205828,,,,,,,92.59019293,1,3408;3410;3411;3412;3413;3414;3415;3416;3418;3419;3420;3421;3424;144970;144971;144972,,"Al Bayda, Al Dhale'e, Al Hudaydah, Al Jawf, Al Maharah, Al Mahwit, Amran, Dhamar, Hadramaut, Hajjah, Ibb, Lahj, Marib, Raymah, Sana'a, Shabwah (Adm1)."
2021-0075-ZAF,2021,0075,,Natural,Hydrological,Flood,,,,South Africa,ZAF,Southern Africa,Africa,"Mpumalanga Province, Free State Province and the area of Johannesburg and Pretoria, Limpopo, Mpumalanga, KwaZulu-Natal and Northern Cape Provinces",Heavy rains,,,,,,,,Km2,,,,,2021,2,1,2021,2,15,31,,400,,400,,,,,75000,81002,92.59019293,1;2,2707;77311;77312;77313;77315,77364;77367,"Free State, KwaZulu-Natal, Limpopo, Mpumalanga, Northern Cape (Adm1). City of Johannesburg Metropolitan Municipality, City of Tshwane Metropolitan Municipality (Adm2)."
2021-0599-COD,2021,0599,EP-2021-000138,Natural,Biological,Epidemic,Viral disease,,Meningitis,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Tshopo province,,,,,,Yes,,,Vaccinated,,,,,2021,9,7,2021,12,20,205,2662,,,2662,,,,,,,92.59019293,2,,14994,Tshopo (Adm2).
2021-0172-COD,2021,0172,,Technological,Technological,Transport accident,Road,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Near Goma,,,,,,,,,,,,,,2021,3,19,2021,3,19,25,,,,,,,,,,,92.59019293,,,,
2021-0466-COD,2021,0466,,Technological,Technological,Transport accident,Road,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Kibuba (Kwango province),,,,,,,,,,,,,,2021,7,31,2021,8,1,33,,,,,,,,,,,92.59019293,,,,
2021-0685-COD,2021,0685,,Technological,Technological,Transport accident,Road,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Haut-Katanga,,,,,,,,,,,,,,2021,10,17,2021,10,17,50,,,,,,,,,,,92.59019293,,,,
2021-0112-COD,2021,0112,,Technological,Technological,Transport accident,Water,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Congo river,,,,,,,,,,,,,,2021,2,14,2021,2,14,16,,125,,125,,,,,,,92.59019293,,,,
2021-0315-COD,2021,0315,,Technological,Technological,Transport accident,Water,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Tanganyika lake, between Baraka and Uvira",,,,,,,,,,,,,,2021,6,1,2021,6,1,14,,11,,11,,,,,,,92.59019293,,,,
2021-0467-COD,2021,0467,,Technological,Technological,Transport accident,Water,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Tanganyika, Mboko",,,,,,,,,,,,,,2021,7,31,2021,8,1,11,,62,,62,,,,,,,92.59019293,,,,
2021-0666-COD,2021,0666,,Technological,Technological,Transport accident,Water,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Congo river, Mongala river",,,,,,,,,,,,,,2021,10,4,2021,10,5,120,,39,,39,,,,,,,92.59019293,,,,
2021-0742-COD,2021,0742,,Technological,Technological,Transport accident,Water,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Kivu lake (South Kivu),,,,,,,,,,,,,,2021,11,12,2021,11,12,32,,111,,111,,,,,,,92.59019293,,,,
2021-0289-COD,2021,0289,,Technological,Technological,Industrial accident,Collapse,,Gold mine,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Bondo,,,,,,,,,m3,,,,,2021,5,22,2021,5,22,12,6,,,6,,,,,,,92.59019293,,,,
2021-0580-COD,2021,0580,,Technological,Technological,Miscellaneous accident,Other,,Pollution,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Kasai,,,,,,,,,,,,,,2021,7,,2021,9,3,12,1000,,,1000,,,,,,,92.59019293,,,,
2021-0309-ZMB,2021,0309,,Technological,Technological,Transport accident,Road,,,Zambia,ZMB,Eastern Africa,Africa,Kasama,,,,,,,,,,,,,,2021,6,15,2021,6,15,19,5,,,5,,,,,,,92.59019293,,,,
2021-0020-SRB,2021,0020,,Natural,Hydrological,Flood,,,,Serbia,SRB,Southern Europe,Europe,"Zitoradja (Toplicki), Doljevac (Nisavski) , Dimitrovgrad (Pirotski) and Vlasotince (Jablanicki), Bojnik (Jablanicki) , Laneskovac (Jablinicki) ; Kosovo",Heavy rains,,,,,Yes,,,Km2,,,,,2021,1,11,2021,1,12,,,22,,22,,,,,,,92.59019293,1,25374;25378;25379;25380;25383;25386;25397,,"Jablanicki, Kosovski, Kosovsko-mitrovatski, Kosovsko-pomoravski, Nisavski, Pirotski, Toplicki (Adm1)."
2021-0136-SSD,2021,0136,,Technological,Technological,Transport accident,Air,,Commercial plane,South Sudan,SSD,Northern Africa,Africa,Pieri (Jonglei state),,,,,,,,,,,,,,2021,3,2,2021,3,2,10,,,,,,,,,,,92.59019293,,,,
2021-0481-SSD,2021,0481,FL-2021-000108,Natural,Hydrological,Flood,,,,South Sudan,SSD,Northern Africa,Africa,"Mayendit County (Unity); Ayod, Fangak Counties (Jonglei), Northern Bahr el Ghazal, Upper Nile, Warrap, Western Equatoria states",Heavy rains,,,,,,,,Km2,,,,"Nile, Lol and Sobat rivers",2021,5,,2021,10,7,7,,835000,,835000,,,,,,,92.59019293,1;2,2747;2754;2765;2768;37021,37052;37054,"Northern Bahr El Ghazal, Unity, Upper Nile, Warab, Western Equatoria (Adm1). Ayod, Fam Al Zaraf (Adm2)."
2022-0055-RWA,2022,0055,,Natural,Hydrological,Flood,,,,Rwanda,RWA,Eastern Africa,Africa,"Rubavu, Nyabihu, Ngorero, Muhanga, Huye, Rusizi and Gisagara",,Storm,Lightening,,,,,,Km2,,,,,2022,1,1,2022,1,27,15,37,750,,787,,,,,,,100,2,,21980;21981;21987;21990;21991;21998;22001,"Gisagara, Huye, Muhanga, Ngororero, Nyabihu, Rubavu, Rusizi (Adm2)."
2022-0389-COL,2022,0389,,Technological,Technological,Industrial accident,Explosion,,Coal mine,Colombia,COL,South America,Americas,Norte de Santander state,,Fire,,,,,,,m3,,,,,2022,5,30,2022,5,30,15,,,,,,,,,,,100,,,,
2022-0091-PRI,2022,0091,,Natural,Hydrological,Flood,,,,Puerto Rico,PRI,Caribbean,Americas,San Juan area,,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,2,4,2022,2,6,,,,,,,,,,17000,17000,100,1,2421,,San Juan (Adm1).
2022-0053-UGA,2022,0053,,Natural,Hydrological,Flood,Flash flood,,,Uganda,UGA,Eastern Africa,Africa,"Nyarusiza, Muramba and Bunagana (Kisoro District)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,1,24,2022,1,27,9,,1500,,1500,,,,,,,100,1,3125,,Kisoro (Adm1).
